"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: GitLog/List_git_file_directories_with_commit_statistics.cypher"
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","java/org/axonframework/axonserver/connector","AxonFramework-4.12.0/axon-server-connector/src/main","main","Steven van Beelen","Allard Buijze","Milan Savic",43,97,1298,"2025-07-24","2025-07-25","2025-07-25",9,9,8,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util/UpstreamAwareStreamObserver.java",9,5,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command","command","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",25,9,463,"2021-03-24","2024-07-30","2024-07-30",369,1592,368,"ff81bae6b53b8f62ac641b0cf7b2d90b2c86cc63","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/command/GrpcBackedCommandMessage.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event","event","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Marc Gathier",35,20,584,"2025-02-11","2025-07-23","2025-07-23",11,172,10,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/util/GrpcExceptionParser.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/util","util","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event","event","smcvb","Allard Buijze","sara pellegrini",8,3,55,"2018-09-18","2024-07-30","2024-07-30",369,2510,368,"fd487ec121971cebef59ef35ec2ae82f97190cb6","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/util/GrpcExceptionParser.java",11,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat","heartbeat","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Sara Pellegrini","saratry",12,7,112,"2019-10-16","2024-07-30","2024-07-30",369,2117,368,"fe00b61e3d1268e540588c0b5e1921c535074072","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat/source/GrpcHeartbeatSource.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat/connection/checker","connection/checker","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat","heartbeat","Sara Pellegrini","Steven van Beelen","saratry",10,2,33,"2019-10-16","2024-07-30","2024-07-30",369,2117,368,"fe00b61e3d1268e540588c0b5e1921c535074072","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat/connection/checker/HeartbeatConnectionChecker.java",12,2,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat/source","source","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat","heartbeat","Steven van Beelen","Sara Pellegrini","saratry",10,1,31,"2019-10-16","2024-07-30","2024-07-30",369,2117,368,"fe00b61e3d1268e540588c0b5e1921c535074072","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/heartbeat/source/GrpcHeartbeatSource.java",11,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/processor","processor","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","sara pellegrini",21,2,285,"2021-03-15","2024-07-30","2024-07-30",369,1601,368,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/processor/StreamingEventProcessorInfoMessage.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query","query","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Milan Savic",30,19,663,"2022-03-21","2025-04-15","2025-04-15",110,1230,110,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/subscription/SubscriptionMessageSerializer.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/subscription","subscription","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query","query","Steven van Beelen","Allard Buijze","sara pellegrini",19,6,245,"2018-09-18","2024-07-30","2024-07-30",369,2510,368,"ff81bae6b53b8f62ac641b0cf7b2d90b2c86cc63","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/query/subscription/SubscriptionMessageSerializer.java",11,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util","util","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Marc Gathier",22,20,296,"2025-02-07","2025-03-20","2025-03-20",136,176,135,"ff81bae6b53b8f62ac641b0cf7b2d90b2c86cc63","AxonFramework-4.12.0/axon-server-connector/src/main/java/org/axonframework/axonserver/connector/util/UpstreamAwareStreamObserver.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/resources","resources","AxonFramework-4.12.0/axon-server-connector/src/main","main","Steven van Beelen","Allard Buijze","Marc Gathier",9,2,34,"2018-10-12","2024-07-30","2024-07-30",369,2486,368,"f87aa13a6118aae79bd02cdc5a8406e126e5bdc1","AxonFramework-4.12.0/axon-server-connector/src/main/resources/axonserver_download.txt",5,1,""
"AxonFramework-4.12.0/axon-server-connector/src/main/resources/META-INF/services","META-INF/services","AxonFramework-4.12.0/axon-server-connector/src/main/resources","resources","Allard Buijze","Marc Gathier","Steven van Beelen",7,1,22,"2018-10-12","2018-10-12","2024-07-30",369,2486,2486,"f87aa13a6118aae79bd02cdc5a8406e126e5bdc1","AxonFramework-4.12.0/axon-server-connector/src/main/resources/META-INF/services/org.axonframework.config.ConfigurerModule",7,2,""
"AxonFramework-4.12.0/axon-server-connector/src/test","test","AxonFramework-4.12.0/axon-server-connector/src","src","Steven van Beelen","Allard Buijze","Milan Savic",39,50,808,"2025-07-24","2025-07-25","2025-07-25",9,9,8,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-4.12.0/axon-server-connector/src/test/resources/logback.xml",4,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","java/org/axonframework/axonserver/connector","AxonFramework-4.12.0/axon-server-connector/src/test","test","Steven van Beelen","Allard Buijze","Milan Savic",39,48,801,"2025-07-24","2025-07-25","2025-07-25",9,9,8,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/utils/TestSerializer.java",9,5,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/command","command","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","smcvb",22,4,384,"2019-02-15","2024-07-30","2024-07-30",369,2360,368,"ff81bae6b53b8f62ac641b0cf7b2d90b2c86cc63","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/command/GrpcBackedCommandMessageTest.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event","event","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",30,12,413,"2025-02-11","2025-03-20","2025-03-20",136,172,135,"fe00b61e3d1268e540588c0b5e1921c535074072","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/util/EventCipherTests.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/util","util","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event","event","Steven van Beelen","Allard Buijze","sara pellegrini",11,1,69,"2018-09-18","2024-07-30","2024-07-30",369,2510,368,"fd487ec121971cebef59ef35ec2ae82f97190cb6","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/util/EventCipherTests.java",11,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/heartbeat","heartbeat","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Sara Pellegrini","Mitchell Herrijgers",13,2,59,"2019-10-16","2024-07-30","2024-07-30",369,2117,368,"fe00b61e3d1268e540588c0b5e1921c535074072","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/heartbeat/HeartbeatMonitorTest.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query","query","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Milan Savic",29,10,475,"2022-02-11","2025-04-15","2025-04-15",110,1268,110,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query/subscription/SubscriptionMessageSerializerTest.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query/subscription","subscription","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query","query","Steven van Beelen","Allard Buijze","sara pellegrini",17,4,156,"2019-02-18","2024-07-30","2024-07-30",369,2357,368,"fd487ec121971cebef59ef35ec2ae82f97190cb6","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/query/subscription/SubscriptionMessageSerializerTest.java",11,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/util","util","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",14,5,119,"2021-03-22","2024-07-30","2024-07-30",369,1594,368,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/util/TcpUtil.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/utils","utils","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector","connector","Steven van Beelen","Allard Buijze","sara pellegrini",19,7,171,"2023-02-13","2024-07-30","2024-07-30",369,901,368,"ffa09b102716aa57ebdee51492cc09b076ed9f27","AxonFramework-4.12.0/axon-server-connector/src/test/java/org/axonframework/axonserver/connector/utils/TestSerializer.java",10,1,""
"AxonFramework-4.12.0/axon-server-connector/src/test/resources","resources","AxonFramework-4.12.0/axon-server-connector/src/test","test","Steven van Beelen","Allard Buijze","smcvb",12,2,104,"2020-01-08","2024-07-30","2024-07-30",369,2033,368,"fd063585e27ea9b746a5d2b29f69410ee97eac23","AxonFramework-4.12.0/axon-server-connector/src/test/resources/logback.xml",5,1,""
"AxonFramework-4.12.0/config","config","AxonFramework-4.12.0","AxonFramework-4.12.0","Steven van Beelen","Allard Buijze","smcvb",59,49,1471,"2025-07-16","2025-07-25","2025-07-25",9,17,8,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/config/src/test/resources/log4j2.properties",2,1,""
"AxonFramework-4.12.0/config/src","src","AxonFramework-4.12.0/config","config","Steven van Beelen","Allard Buijze","smcvb",57,48,1207,"2025-07-16","2025-07-16","2025-07-23",11,17,17,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/config/src/test/resources/log4j2.properties",3,1,""
"AxonFramework-4.12.0/config/src/main","main","AxonFramework-4.12.0/config/src","src","Steven van Beelen","Allard Buijze","smcvb",56,28,1066,"2025-07-16","2025-07-16","2025-07-23",11,17,17,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/config/src/main/resources/META-INF/services/org.axonframework.config.ConfigurerModule",4,1,""
"AxonFramework-4.12.0/config/src/main/java/org/axonframework","java/org/axonframework","AxonFramework-4.12.0/config/src/main","main","Steven van Beelen","Allard Buijze","smcvb",56,27,1066,"2025-07-16","2025-07-16","2025-07-23",11,17,17,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/config/src/main/java/org/axonframework/config/UpdateCheckerConfigurerModule.java",7,3,""
"AxonFramework-4.12.0/config/src/main/resources/META-INF/services","resources/META-INF/services","AxonFramework-4.12.0/config/src/main","main","Steven van Beelen",,,1,1,8,"2025-07-16","2025-07-16","2025-07-23",11,17,17,"fc6759af356ce6bc1844bf3dd677f747dc13b056","AxonFramework-4.12.0/config/src/main/resources/META-INF/services/org.axonframework.config.ConfigurerModule",7,3,""
"AxonFramework-4.12.0/config/src/test","test","AxonFramework-4.12.0/config/src","src","Steven van Beelen","Allard Buijze","smcvb",41,20,767,"2025-07-16","2025-07-16","2025-07-23",11,17,17,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/config/src/test/resources/log4j2.properties",4,1,""
"AxonFramework-4.12.0/config/src/test/java/org/axonframework","java/org/axonframework","AxonFramework-4.12.0/config/src/test","test","Steven van Beelen","Allard Buijze","smcvb",41,18,762,"2025-07-16","2025-07-16","2025-07-23",11,17,17,"ffdb987d127fe126d7d345fa72b94c51bdb220cf","AxonFramework-4.12.0/config/src/test/java/org/axonframework/config/utils/TestSerializer.java",7,3,""
"AxonFramework-4.12.0/config/src/test/java/org/axonframework/config/utils","utils","AxonFramework-4.12.0/config/src/test/java/org/axonframework/config","config","Steven van Beelen","Allard Buijze","smcvb",12,2,67,"2020-07-09","2024-07-30","2024-07-30",369,1850,368,"fe00b61e3d1268e540588c0b5e1921c535074072","AxonFramework-4.12.0/config/src/test/java/org/axonframework/config/utils/TestSerializer.java",9,1,""
"AxonFramework-4.12.0/config/src/test/resources","resources","AxonFramework-4.12.0/config/src/test","test","Steven van Beelen","Allard Buijze","smcvb",10,2,67,"2020-02-13","2024-07-30","2024-07-30",369,1997,368,"f67e4842c8ff78e67f3b02ee367748663967d432","AxonFramework-4.12.0/config/src/test/resources/log4j2.properties",5,1,""
"AxonFramework-4.12.0/config/src/test/resources/META-INF","META-INF","AxonFramework-4.12.0/config/src/test/resources","resources","Steven van Beelen","smcvb","Allard Buijze",5,1,34,"2018-10-10","2024-07-30","2024-07-30",369,2488,368,"f526be04f89262baf7e130a523770b405af51b2b","AxonFramework-4.12.0/config/src/test/resources/META-INF/persistence.xml",6,1,""
"AxonFramework-4.12.0/coverage-report","coverage-report","AxonFramework-4.12.0","AxonFramework-4.12.0","Steven van Beelen","Mitchell Herrijgers","Gerard Klijs",10,1,175,"2021-12-30","2025-07-23","2025-07-23",11,1311,10,"ff147d51c6cf46d3eb4facf4bfe6d03dd6bb4b5e","AxonFramework-4.12.0/coverage-report/pom.xml",2,1,""
"AxonFramework-4.12.0/disruptor","disruptor","AxonFramework-4.12.0","AxonFramework-4.12.0","Steven van Beelen","Allard Buijze","smcvb",41,21,932,"2021-12-28","2025-07-25","2025-07-25",9,1313,8,"ff81bae6b53b8f62ac641b0cf7b2d90b2c86cc63","AxonFramework-4.12.0/disruptor/src/test/java/org/axonframework/disruptor/commandhandling/utils/SomethingDoneEvent.java",2,1,""
"AxonFramework-4.12.0/disruptor/src","src","AxonFramework-4.12.0/disruptor","disruptor","Allard Buijze","Steven van Beelen","smcvb",38,20,613,"2021-12-28","2024-07-30","2024-07-30",369,1313,368,"ff81bae6b53b8f62ac641b0cf7b2d90b2c86cc63","AxonFramework-4.12.0/disruptor/src/test/java/org/axonframework/disruptor/commandhandling/utils/SomethingDoneEvent.java",3,1,""
"AxonFramework-4.12.0/disruptor/src/main/java/org/axonframework/disruptor/commandhandling","main/java/org/axonframework/commandhandling","AxonFramework-4.12.0/disruptor/src","src","Allard Buijze","Steven van Beelen","smcvb",36,9,494,"2018-10-11","2024-07-30","2024-07-30",369,2487,368,"ff81bae6b53b8f62ac641b0cf7b2d90b2c86cc63","AxonFramework-4.12.0/disruptor/src/main/java/org/axonframework/disruptor/commandhandling/FirstLevelCache.java",9,5,""
"AxonFramework-4.12.0/disruptor/src/test/java/org/axonframework/disruptor/commandhandling","test/java/org/axonframework/commandhandling","AxonFramework-4.12.0/disruptor/src","src","Allard Buijze","Steven van Beelen","smcvb",31,11,429,"2021-12-28","2024-07-30","2024-07-30",369,1313,368,"ff7caa5e427f0953f6d01042ef159a70971b5c9b","AxonFramework-4.12.0/disruptor/src/test/java/org/axonframework/disruptor/commandhandling/utils/SomethingDoneEvent.java",9,5,""
"AxonFramework-4.12.0/disruptor/src/test/java/org/axonframework/disruptor/commandhandling/utils","utils","AxonFramework-4.12.0/disruptor/src/test/java/org/axonframework/disruptor/commandhandling","commandhandling","Steven van Beelen","Allard Buijze","smcvb",8,3,58,"2021-12-24","2024-07-30","2024-07-30",369,1317,368,"f89c41adfbfda2656db9987aaa87525f17308740","AxonFramework-4.12.0/disruptor/src/test/java/org/axonframework/disruptor/commandhandling/utils/SomethingDoneEvent.java",10,1,""
"AxonFramework-4.12.0/docs","docs","AxonFramework-4.12.0","AxonFramework-4.12.0","Steven van Beelen","Mitchell Herrijgers","David Gómez G",21,182,357,"2025-02-13","2025-07-23","2025-07-23",11,170,10,"ffe37b729a059f816ce666f760ef4da30da326bc","AxonFramework-4.12.0/docs/old-reference-guide/modules/tuning/partials/nav.adoc",2,1,""
"AxonFramework-4.12.0/docs/_playbook","_playbook","AxonFramework-4.12.0/docs","docs","Steven van Beelen","Milen Dyankov","Mitchell Herrijgers",11,7,52,"2024-06-07","2024-12-19","2024-12-19",227,421,226,"fd63a80472c66545d93c8adfba6c369c4757784d","AxonFramework-4.12.0/docs/_playbook/playbook.yaml",3,1,""
"AxonFramework-4.12.0/docs/_playbook/localLinks","localLinks","AxonFramework-4.12.0/docs/_playbook","_playbook","Steven van Beelen","Paul Kuyer","David Gómez G",7,1,10,"2024-06-07","2024-06-07","2024-07-30",369,421,421,"fcf55fb4f72d050c0949cac6a1818df2cd53d608","AxonFramework-4.12.0/docs/_playbook/localLinks/axoniq-library-ui",4,1,""
"AxonFramework-4.12.0/docs/_reference","_reference","AxonFramework-4.12.0/docs","docs","Steven van Beelen","Milen Dyankov","Mitchell Herrijgers",10,55,63,"2024-06-19","2024-12-19","2024-12-19",227,410,226,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/tracing-open-telemetry/partials/nav.adoc",3,1,""
"AxonFramework-4.12.0/docs/_reference/modules","modules","AxonFramework-4.12.0/docs/_reference","_reference","Steven van Beelen","Milen Dyankov","Mitchell Herrijgers",10,54,57,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/tracing-open-telemetry/partials/nav.adoc",4,1,""
"AxonFramework-4.12.0/docs/_reference/modules/ROOT","ROOT","AxonFramework-4.12.0/docs/_reference/modules","modules","Steven van Beelen","Milen Dyankov","David Gómez G",9,5,37,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/ROOT/partials/nav.adoc",5,1,""
"AxonFramework-4.12.0/docs/_reference/modules/ROOT/attachments","attachments","AxonFramework-4.12.0/docs/_reference/modules/ROOT","ROOT","Steven van Beelen","Milen Dyankov","David Gómez G",8,1,18,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/ROOT/attachments/axonframework_overview.gv",6,1,""
"AxonFramework-4.12.0/docs/_reference/modules/ROOT/pages","pages","AxonFramework-4.12.0/docs/_reference/modules/ROOT","ROOT","Steven van Beelen","Milen Dyankov","David Gómez G",9,3,37,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/ROOT/pages/structure.adoc",6,1,""
"AxonFramework-4.12.0/docs/_reference/modules/ROOT/partials","partials","AxonFramework-4.12.0/docs/_reference/modules/ROOT","ROOT","Steven van Beelen","Milen Dyankov","David Gómez G",8,1,18,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/ROOT/partials/nav.adoc",6,1,""
"AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector","axon-server-connector","AxonFramework-4.12.0/docs/_reference/modules","modules","Steven van Beelen","Milen Dyankov","David Gómez G",8,2,19,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector/partials/nav.adoc",5,1,""
"AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector/pages","pages","AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector","axon-server-connector","Steven van Beelen","Milen Dyankov","David Gómez G",8,1,19,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector/pages/index.adoc",6,1,""
"AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector/partials","partials","AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector","axon-server-connector","Steven van Beelen","Milen Dyankov","David Gómez G",8,1,18,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/axon-server-connector/partials/nav.adoc",6,1,""
"AxonFramework-4.12.0/docs/_reference/modules/configuration","configuration","AxonFramework-4.12.0/docs/_reference/modules","modules","Steven van Beelen","Milen Dyankov","David Gómez G",8,2,19,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/configuration/partials/nav.adoc",5,1,""
"AxonFramework-4.12.0/docs/_reference/modules/configuration/pages","pages","AxonFramework-4.12.0/docs/_reference/modules/configuration","configuration","Steven van Beelen","Milen Dyankov","David Gómez G",8,1,19,"2024-06-19","2024-06-19","2024-07-30",369,410,410,"f851948ee70e6cc9742c7b1bde5941ed2655e28f","AxonFramework-4.12.0/docs/_reference/modules/configuration/pages/index.adoc",6,1,""
