"sourceLabels","targetLabels","numberOfNodes","percentageOfTotalNodes","Source Cypher File: Overview/Dependency_node_labels.cypher"
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,JavaType",21,0.01,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,JavaType",20,0.01,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ResolvedDuplicateType,ExternalType",19,0.01,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,JavaType",19,0.01,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,JavaType",18,0.01,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface","Type,File,Java,ByteCode,ResolvedDuplicateType",18,0.01,""
"Type,File,Java,ByteCode,Interface,Class","Type,File,Java,ByteCode,JavaType",17,0.01,""
"Type,File,Java,Class,ByteCode,Interface","Type,File,Java,ByteCode,ResolvedDuplicateType",17,0.01,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,JavaType",16,0.01,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,JavaType",15,0,""
"Type,File,Java,GenericDeclaration,ByteCode,Interface,Class","Type,File,Java,ByteCode,ResolvedDuplicateType",15,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation,ResolvedDuplicateType",14,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,JavaType",14,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,ExternalType",14,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,JavaType",13,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,ResolvedDuplicateType",13,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",12,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,ResolvedDuplicateType",12,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Annotation","Type,File,Java,ByteCode,JavaType",12,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType",11,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface","Type,File,Java,ByteCode,JavaType",11,0,""
"Type,File,Java,Class,ByteCode,Interface,GenericDeclaration","Type,File,Java,ByteCode,ResolvedDuplicateType",11,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType",10,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",10,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface,Annotation","Type,File,Java,ByteCode,JavaType",10,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,ResolvedDuplicateType",10,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",9,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,ResolvedDuplicateType,ExternalType",9,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Annotation","Type,File,Java,ByteCode,JavaType",9,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,ExternalType",8,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Enum","Type,File,Java,ByteCode,ResolvedDuplicateType",8,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface,Annotation,Throwable,Enum","Type,File,Java,ByteCode,JavaType",8,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",8,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation,Throwable,JavaType",7,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,ResolvedDuplicateType",7,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Annotation,Enum,Throwable","Type,File,Java,ByteCode,JavaType",7,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType",6,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,Throwable,JavaType",6,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface","Type,File,Java,ByteCode,JavaType",6,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,ResolvedDuplicateType,ExternalType,ExternalAnnotation",6,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,Throwable,JavaType",5,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",5,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface","Type,File,Java,ByteCode,JavaType,ResolvedDuplicateType",5,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,Throwable,ExternalType",4,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",4,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface","Type,File,Java,ByteCode,ResolvedDuplicateType",4,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,ByteCode,Void,PrimitiveType,Throwable,JavaType",4,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface","Type,File,Java,ByteCode,ExternalType",4,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Enum,Throwable","Type,File,Java,ByteCode,JavaType",4,0,""
"Type,File,Java,ByteCode,Interface,Class,Throwable,GenericDeclaration,Enum","Type,File,Java,ByteCode,JavaType",3,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",3,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Enum,Interface","Type,File,Java,ByteCode,Throwable,JavaType",3,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface","Type,File,Java,ByteCode,ResolvedDuplicateType",3,0,""
"Type,File,Java,Class,ByteCode,Interface,GenericDeclaration","Type,File,Java,ByteCode,PrimitiveType",3,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface","Type,File,Java,ByteCode,ExternalType",3,0,""
"Type,File,Java,ByteCode,Interface","Type,File,Java,Class,ByteCode",2,0,""
"Type,File,Java,ByteCode,Interface,Class,GenericDeclaration","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",2,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,ByteCode,Interface,Void,Class",2,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface,Enum,Throwable","Type,File,Java,ByteCode,PrimitiveType",2,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Enum","Type,File,Java,ByteCode,Throwable,ResolvedDuplicateType",2,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface","Type,File,Java,ByteCode,ExternalType",2,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Annotation","Type,File,Java,ByteCode,ResolvedDuplicateType",2,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Enum,Throwable","Type,File,Java,ByteCode,Throwable,JavaType",2,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Throwable,Enum","Type,File,Java,ByteCode,JavaType",2,0,""
"File,Artifact,Jar,Archive,Zip,Java","File,Artifact,Jar,Archive,Zip,Java",1,0,""
"Package,File,Directory,Java","Package,File,Directory,Java",1,0,""
"Type,File,Java,ByteCode,Annotation","Type,File,Java,Class,ByteCode,GenericDeclaration",1,0,""
"Type,File,Java,ByteCode,Annotation,Class","Type,File,Java,ByteCode,Annotation",1,0,""
"Type,File,Java,ByteCode,Annotation,Class,GenericDeclaration","Type,File,Java,ByteCode,Annotation,GenericDeclaration,Interface",1,0,""
"Type,File,Java,ByteCode,Enum","Type,File,Java,Class,ByteCode,Enum,Interface",1,0,""
"Type,File,Java,ByteCode,Enum,Class","Type,File,Java,Class,ByteCode,Enum,Interface,Throwable",1,0,""
"Type,File,Java,ByteCode,Enum,Class,GenericDeclaration","Type,File,Java,Class,ByteCode,Interface",1,0,""
"Type,File,Java,ByteCode,Enum,Class,GenericDeclaration,Interface","Type,File,Java,ByteCode,Interface",1,0,""
"Type,File,Java,ByteCode,Interface","Type,File,Java,Class,ByteCode,GenericDeclaration",1,0,""
"Type,File,Java,ByteCode,Interface,Class","Type,File,Java,Class,ByteCode,Interface,GenericDeclaration",1,0,""
"Type,File,Java,ByteCode,Interface,Class,Enum","Type,File,Java,ByteCode,Interface,Class",1,0,""
"Type,File,Java,ByteCode,Interface,Class,Enum,GenericDeclaration","Type,File,Java,ByteCode,Interface",1,0,""
"Type,File,Java,ByteCode,Interface,Class,GenericDeclaration","Type,File,Java,ByteCode,Interface,Class,GenericDeclaration",1,0,""
"Type,File,Java,ByteCode,Interface,Class,Throwable,GenericDeclaration","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,ByteCode,Interface,Enum","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,ByteCode,Interface,GenericDeclaration,Class","Type,File,Java,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode","Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Enum,Annotation,Throwable",1,0,""
"Type,File,Java,Class,ByteCode,Annotation","Type,File,Java,ByteCode,Annotation",1,0,""
"Type,File,Java,Class,ByteCode,Annotation,GenericDeclaration","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,Enum","Type,File,Java,ByteCode,Interface,Class,Throwable",1,0,""
"Type,File,Java,Class,ByteCode,Enum,GenericDeclaration,Interface","Type,File,Java,ByteCode,Enum,Interface",1,0,""
"Type,File,Java,Class,ByteCode,Enum,Interface","Type,File,Java,ByteCode,Interface,Class",1,0,""
"Type,File,Java,Class,ByteCode,Enum,Interface,GenericDeclaration","Type,File,Java,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration","Type,File,Java,Class,GenericDeclaration,ByteCode,Throwable,ExternalType,Annotation,Interface,Enum",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Annotation,Interface","Type,File,Java,ByteCode,Enum",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Enum","Type,File,Java,ByteCode,Interface,Class,Throwable",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Enum,Interface","Type,File,Java,ByteCode,Interface,GenericDeclaration",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface","Type,File,Java,ByteCode,Interface,GenericDeclaration,Class,Enum,Throwable",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface,Annotation,Enum","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface,Enum","Type,File,Java,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Interface,Throwable,Enum","Type,File,Java,ByteCode,ExternalType,Class",1,0,""
"Type,File,Java,Class,ByteCode,GenericDeclaration,Throwable,Interface,Annotation","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,Interface","Type,File,Java,ByteCode,Interface,Class,GenericDeclaration,Throwable",1,0,""
"Type,File,Java,Class,ByteCode,Interface,Enum","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,Interface,Enum,GenericDeclaration","Type,File,Java,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,Interface,GenericDeclaration","Type,File,Java,ByteCode,Interface,GenericDeclaration,Class",1,0,""
"Type,File,Java,Class,ByteCode,Interface,GenericDeclaration,Annotation","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,Class,ByteCode,Interface,Throwable","Type,File,Java,Class,GenericDeclaration,ByteCode",1,0,""
"Type,File,Java,Class,ByteCode,Throwable","Type,File,Java,Class,ByteCode,Throwable",1,0,""
"Type,File,Java,Class,ByteCode,Throwable,Enum,Interface","Type,File,Java,Class,ByteCode",1,0,""
"Type,File,Java,Class,ByteCode,Throwable,Interface,GenericDeclaration,Enum","Type,File,Java,ByteCode,JavaType",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode","Type,File,Java,Class,ByteCode,Throwable,GenericDeclaration,Interface,Enum,Annotation",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Annotation","Type,File,Java,ByteCode,Interface",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Enum","Type,File,Java,Class,ByteCode,Throwable",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface","Type,File,Java,ByteCode,Interface,GenericDeclaration,Class,Throwable,Enum",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Annotation,Throwable,Enum","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Enum","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Enum,Annotation","Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Interface,Throwable,Enum,Annotation","Type,File,Java,ByteCode,PrimitiveType",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Throwable","Type,File,Java,Class,ByteCode,Throwable",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Throwable,Interface","Type,File,Java,ByteCode,Throwable,ResolvedDuplicateType,Class",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Throwable,Interface,Annotation,Enum","Type,File,Java,ByteCode,ResolvedDuplicateType",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Throwable,Interface,Enum","Type,File,Java,ByteCode,Void",1,0,""
"Type,File,Java,Class,GenericDeclaration,ByteCode,Throwable,Interface,Enum,Annotation","Type,File,Java,ByteCode,Throwable,JavaType",1,0,""
"Type,File,Java,GenericDeclaration,ByteCode,Interface","Type,File,Java,Class,GenericDeclaration,ByteCode",1,0,""
"Type,File,Java,GenericDeclaration,ByteCode,Interface,Class","Type,File,Java,GenericDeclaration,ByteCode,Interface,Class",1,0,""
"Type,File,Java,GenericDeclaration,ByteCode,Interface,Class,Enum,Annotation","Type,File,Java,GenericDeclaration,ByteCode,Interface",1,0,""
"Type,File,Java,GenericDeclaration,ByteCode,Interface,Class,Throwable","Type,File,Java,ByteCode,Enum",1,0,""
