"sourceLabels","relationshipType","targetLabels","relationshipCount","Source Cypher File: domains/overview/queries/overview/Node_labels_and_their_relationships.cypher"
"TS,Constructor,Local,Module","DEPENDS_ON","TS,Method",3,""
"TS,Local,Module","EXPORTS","TS,Function,Interface,Variable,Class,TypeAlias",3,""
"TS,Local,Module","DEPENDS_ON","TS,Variable,Interface,AccessorProperty,Class,ExternalModule,ExternalDeclaration,Property,Function,EnumMember",3,""
"TS,Parameter","OF_TYPE","TS,NotIdentified",3,""
"TS,Method","RETURNS","TS,Function",3,""
"TS,Getter","RETURNS","TS,Declared",3,""
"Value,TS,Call","HAS_TYPE_ARGUMENT","TS,Union",3,""
"Value,TS,Call","HAS_ARGUMENT","Value,TS,Complex",3,""
"TS,FunctionParameter","OF_TYPE","TS,Tuple",3,""
"TS,Class","DEPENDS_ON","TS,TypeAlias",3,""
"TS,Variable","DEPENDS_ON","TS,Local,Module",3,""
"TS,Function","DEPENDS_ON","TS,Local,Module",3,""
"TS,TypeAlias","DEPENDS_ON","TS,Local,Module",3,""
"TS,Property","DEPENDS_ON","TS,Local,Module",3,""
"TS,Declared","REFERENCES","TS,Variable",3,""
"TS,Local,Module","CHANGED_TOGETHER_WITH","TS,Local,Module",3,""
"Package,Json,NPM","HAS_OVERRIDES","NPM,Overrides",2,""
"Package,Json,NPM,NpmDevPackage","IN_REPOSITORY","Repository,NPM",2,""
"Package,Json,NPM,NpmDevPackage","HAS_BUG_TRACKER","NPM,BugTracker",2,""
"Package,Json,NPM,NpmDevPackage","HAS_EXPORT","NPM,Export",2,""
"Package,Json,NPM,NpmNonDevPackage","HAS_BINARY","NPM,Binary",2,""
"Package,Json,NPM,NpmNonDevPackage","HAS_AUTHOR","NPM,Person",2,""
"Package,Json,NPM,NpmDevPackage","CONTAINS","Json,Value,Object",2,""
"Package,Json,NPM,NpmDevPackage","DECLARES_ENGINE","NPM,Engine",2,""
"TS,Tuple","CONTAINS","Object,TS,TypeParameterReference",2,""
"TS,Getter","RETURNS","TS,Primitive,Union",2,""
"Value,TS,Member","OF_TYPE","TS,Primitive",2,""
"TS,Function","RETURNS","TS,NotIdentified,Intersection,Tuple",2,""
"TS,Variable","INITIALIZED_WITH","Value,TS,Member",2,""
"TS,Local,Module","DECLARES","TS,Function,Interface,TypeAlias,Variable",2,""
"TS,Local,Module","IN_STRONGLY_CONNECTED_COMPONENT","StronglyConnectedComponent,ModuleMembers",2,""
"TS,Local,Module","EXPORTS","TS,Interface,TypeAlias,Function,Variable,Enum",2,""
"Directory,Local,Project,TS","CONTAINS","TS,Local,Module,TestRelated,TestEnvironment",2,""
"TS,Local,Module","DEPENDS_ON","TS,Function,TypeAlias,Class,Property,ExternalModule,Enum,Local,Module,Variable,ExternalDeclaration,Method",2,""
"TS,TypeAlias","OF_TYPE","TS,Literal",2,""
"TS,Declared","HAS_TYPE_ARGUMENT","TS,Literal,Tuple,Function",2,""
"Value,TS,Call","HAS_ARGUMENT","Value,TS,Declared",2,""
"Value,TS,Member","PARENT","Value,TS,Complex",2,""
"TS,Method","DEPENDS_ON","TS,Local,Module",2,""
"TS,Intersection","CONTAINS","TS,Function",2,""
"Value,TS,Call","HAS_TYPE_ARGUMENT","TS,Primitive",2,""
"TS,AccessorProperty,Local,Module","DEPENDS_ON","TS,Interface",2,""
"TS,Variable","DEPENDS_ON","TS,Local,Module",2,""
"TS,Function","DEPENDS_ON","TS,Local,Module",2,""
"TS,TypeAlias","DEPENDS_ON","TS,Local,Module",2,""
"TS,Interface,Property","DEPENDS_ON","TS,Local,Module",2,""
"TS,Class,Local,Module,AccessorProperty,Constructor","DEPENDS_ON","TS,Local,Module",2,""
"TS,Property,Interface","DEPENDS_ON","TS,Local,Module",2,""
"TS,Local,Module,Interface","DEPENDS_ON","TS,Local,Module",2,""
"TS,Property","DEPENDS_ON","TS,Local,Module",2,""
"TS,Function,Variable","DEPENDS_ON","TS,Local,Module",2,""
"Git","RESOLVES_TO","TS,Local,Module,TestRelated,TestEnvironment,Package,Json,NPM,NpmDevPackage",2,""
"TS,Local,Module","CHANGED_TOGETHER_WITH","TS,Local,Module,Package,Json,NPM,NpmNonDevPackage",2,""
"Local","CHANGED_TOGETHER_WITH","Local",2,""
"Package,Json,NPM","CHANGED_TOGETHER_WITH","TS,Local,Module",2,""
"Package,Json,NPM,NpmNonDevPackage","CHANGED_TOGETHER_WITH","TS,Local,Module,Package,Json,NPM",2,""
"Package,Json,NPM,NpmDevPackage,TS,Local,Module","CHANGED_TOGETHER_WITH","TS,Local,Module",2,""
"TS,Local,Module,Package,Json,NPM,NpmNonDevPackage","CHANGED_TOGETHER_WITH","TS,Local,Module",2,""
"Package,Json,NPM,NpmDevPackage","DEPENDS_ON","Package,Json,NPM,NpmNonDevPackage",2,""
"TS,Local,Module","IN_WEAKLY_CONNECTED_COMPONENT","ModuleMembers,WeaklyConnectedComponent",2,""
"TS,Local,Module","SIMILAR","TS,Local,Module",2,""
"Package,Json,NPM","HAS_BINARY","NPM,Binary",1,""
"Package,Json,NPM,NpmDevPackage","DECLARES_DEPENDENCY","NPM,Dependency",1,""
"TS,Local,Module","IN_STRONGLY_CONNECTED_COMPONENT","StronglyConnectedComponent,ModuleMembers",1,""
"TS,Setter","HAS","TS,Parameter",1,""
"TS,AccessorProperty","DESCRIBED_BY_SETTER","TS,Setter",1,""
"TS,FunctionParameter","OF_TYPE","TS,NotIdentified",1,""
"Value,TS,Member","PARENT","Value,TS,Member",1,""
"TS,Variable,Value,Member,Property,ObjectMember","OF_TYPE","TS,Intersection",1,""
"Value,TS,ObjectMember","REFERENCES","Value,TS,Member,Array",1,""
"TS,Local,Module,TestRelated,TestEnvironment","DECLARES","TS,Variable,Function",1,""
"Directory,Local,Project,TS","CONTAINS","TS,Local,Module",1,""
"TS,Local,Module","DECLARES","TS,TypeAlias,Class,Interface,Enum",1,""
"TS,Constructor,Property,Local,Module,Interface","DEPENDS_ON","TS,Function",1,""
"TS,AccessorProperty,Local,Module,Property","DEPENDS_ON","TS,Variable",1,""
"Project,TS,Directory,Local","CONTAINS","TS,Local,Module",1,""
"TS,Property,Local,Module","DEPENDS_ON","TS,Method",1,""
"TS,Local,Module","DEPENDS_ON","TS,Interface,Local,Module,Class,Property,AccessorProperty,EnumMember",1,""
"TS,Declared","HAS_TYPE_ARGUMENT","TS,Intersection",1,""
"TS,Local,Module","EXPORTS","TS,Function,Class,Interface,TypeAlias,Variable,Enum",1,""
"Value,TS,Member","OF_TYPE","TS,Function",1,""
"TS,Local,Module,AccessorProperty","DEPENDS_ON","TS,TypeAlias,Local,Module",1,""
"TS,Variable,Local,Module,TypeAlias","DEPENDS_ON","TS,Local,Module",1,""
"TS,Function,Local,Module","DEPENDS_ON","TS,Local,Module",1,""
"TS,Method","RETURNS","TS,TypeParameterReference",1,""
"TS,Class","IMPLEMENTS","TS,Declared",1,""
"TS,Function,Variable,Local,Module","DEPENDS_ON","TS,Local,Module",1,""
"TS,Function,Local,Module,Variable,Class,Interface","DEPENDS_ON","TS,Local,Module",1,""
"TS,Intersection","CONTAINS","TS,TypeParameterReference",1,""
"TS,Function,Interface,Property,Local,Module","DEPENDS_ON","TS,Local,Module",1,""
"TS,Local,Module,Constructor,AccessorProperty","DEPENDS_ON","TS,Local,Module",1,""
"TS,ObjectMember","OF_TYPE","TS,Tuple",1,""
"TS,TypeAlias","OF_TYPE","TS,TypeParameterReference",1,""
"TS,TypeParameter","CONSTRAINED_BY","TS,Literal",1,""
"TS,Function","RETURNS","TS,NotIdentified,Object",1,""
"TS,Variable","INITIALIZED_WITH","Value,TS,Null",1,""
"TS,TypeAlias,Local,Module","DEPENDS_ON","TS,Enum,Local,Module",1,""
"TS,Local,Module,TestRelated,TestEnvironment","DEPENDS_ON","TS,ExternalModule,ExternalDeclaration",1,""
"TS,Local,Module,Function,Variable","DEPENDS_ON","TS,Local,Module",1,""
"TS,Local,Module,Function","DEPENDS_ON","TS,Local,Module",1,""
"TS,Local,Module,Variable","DEPENDS_ON","TS,Local,Module",1,""
"TS,Variable,Local,Module","DEPENDS_ON","TS,Local,Module",1,""
"TS,Property,Interface,Local,Module","DEPENDS_ON","TS,Local,Module",1,""
"TS,Variable,Function,Local,Module","DEPENDS_ON","TS,Local,Module",1,""
"TS,TypeAlias,Function,Variable,Local,Module","DEPENDS_ON","TS,Local,Module",1,""
"TS,Local,Module,Interface,Property","DEPENDS_ON","TS,Local,Module",1,""
"TS,Local,Module,Class,Constructor","DEPENDS_ON","TS,Local,Module",1,""
"TS,Local,Module,TypeAlias,Function","DEPENDS_ON","TS,Local,Module",1,""
"TS,Local,Module,Property,Interface","DEPENDS_ON","TS,Local,Module",1,""
"TS,Interface,Local,Module,TypeAlias","DEPENDS_ON","TS,Local,Module",1,""
"TS,Declared","REFERENCES","TS,Method",1,""
"Repository,Git","HAS_BRANCH","Git,Branch",1,""
"Git,Branch,Repository","HAS_HEAD","Git,Commit",1,""
"Git","RESOLVES_TO","TS,Local,Module",1,""
"Directory","CONTAINS","Repository,Git",1,""
"Package,Json,NPM","CHANGED_TOGETHER_WITH","TS,Local,Module",1,""
"TS,Local,Module","CHANGED_TOGETHER_WITH","TS,Local,Module,Package,Json,NPM,NpmNonDevPackage",1,""
"TS,Local,Module,Package,Json,NPM,NpmNonDevPackage","CHANGED_TOGETHER_WITH","TS,Local,Module",1,""
"TS,Local,Module,Package,Json,NPM,NpmDevPackage","CHANGED_TOGETHER_WITH","TS,Local,Module",1,""
"TS,Local,Module,Package,Json,NPM","CHANGED_TOGETHER_WITH","TS,Local,Module",1,""
"Package,Json,NPM,NpmDevPackage","CHANGED_TOGETHER_WITH","Package,Json,NPM,NpmDevPackage",1,""
"TS,Local,Module","IN_WEAKLY_CONNECTED_COMPONENT","ModuleMembers,WeaklyConnectedComponent",1,""
"TS,Local,Module","SIMILAR","TS,Local,Module",1,""
